document_id,pdf_page,printed_page,image_path,width,height,source_pdf_basename
iaea_bulletin_35_4_1993,19,18,images/iaea_bulletin_35_4_1993/page_0019.jpg,1092,1564,iaea_bulletin_35_4_1993.pdf
iaea_bulletin_35_4_1993,20,19,images/iaea_bulletin_35_4_1993/page_0020.jpg,1084,1588,iaea_bulletin_35_4_1993.pdf
iaea_bulletin_35_4_1993,21,20,images/iaea_bulletin_35_4_1993/page_0021.jpg,1130,1586,iaea_bulletin_35_4_1993.pdf
iaea_bulletin_35_4_1993,54,53,images/iaea_bulletin_35_4_1993/page_0054.jpg,1078,1560,iaea_bulletin_35_4_1993.pdf
iaea_bulletin_35_4_1993,55,54,images/iaea_bulletin_35_4_1993/page_0055.jpg,1090,1562,iaea_bulletin_35_4_1993.pdf
iaea_bulletin_35_4_1993,56,55,images/iaea_bulletin_35_4_1993/page_0056.jpg,1106,1594,iaea_bulletin_35_4_1993.pdf
esa103_ad_gore,0,,images/esa103_ad_gore/page_0000.jpg,1162,1676,esa103_ad_gore.pdf
esa103_ad_alcatel,0,,images/esa103_ad_alcatel/page_0000.jpg,1188,1680,esa103_ad_alcatel.pdf
esa103_darwin,0,,images/esa103_darwin/page_0000.jpg,1190,1684,esa103_darwin.pdf
esa103_darwin,1,,images/esa103_darwin/page_0001.jpg,1190,1684,esa103_darwin.pdf
esa103_darwin,2,,images/esa103_darwin/page_0002.jpg,1190,1684,esa103_darwin.pdf
esa103_darwin,3,,images/esa103_darwin/page_0003.jpg,1190,1684,esa103_darwin.pdf
esa103_darwin,4,,images/esa103_darwin/page_0004.jpg,1190,1684,esa103_darwin.pdf
esa103_darwin,5,,images/esa103_darwin/page_0005.jpg,1190,1684,esa103_darwin.pdf
esa103_integral_database,0,,images/esa103_integral_database/page_0000.jpg,1190,1684,esa103_integral_database.pdf
esa103_integral_database,1,,images/esa103_integral_database/page_0001.jpg,1190,1684,esa103_integral_database.pdf
esa103_integral_database,2,,images/esa103_integral_database/page_0002.jpg,1190,1684,esa103_integral_database.pdf
esa103_integral_database,3,,images/esa103_integral_database/page_0003.jpg,1190,1684,esa103_integral_database.pdf
esa103_integral_database,4,,images/esa103_integral_database/page_0004.jpg,1190,1684,esa103_integral_database.pdf
esa103_integral_database,5,,images/esa103_integral_database/page_0005.jpg,1190,1684,esa103_integral_database.pdf
esa103_integral_database,6,,images/esa103_integral_database/page_0006.jpg,1190,1684,esa103_integral_database.pdf
esa_bulletin_128_2006,0,,images/esa_bulletin_128_2006/page_0000.jpg,1190,1674,esa_bulletin_128_2006.pdf
esa_bulletin_128_2006,68,76,images/esa_bulletin_128_2006/page_0068.jpg,1196,1696,esa_bulletin_128_2006.pdf
esa_bulletin_128_2006,69,77,images/esa_bulletin_128_2006/page_0069.jpg,1196,1696,esa_bulletin_128_2006.pdf
esa_bulletin_128_2006,70,78,images/esa_bulletin_128_2006/page_0070.jpg,1196,1696,esa_bulletin_128_2006.pdf
esa_bulletin_128_2006,71,79,images/esa_bulletin_128_2006/page_0071.jpg,1196,1696,esa_bulletin_128_2006.pdf
esa_bulletin_128_2006,72,80,images/esa_bulletin_128_2006/page_0072.jpg,1196,1696,esa_bulletin_128_2006.pdf
esa_bulletin_128_2006,73,81,images/esa_bulletin_128_2006/page_0073.jpg,1196,1696,esa_bulletin_128_2006.pdf
esa_bulletin_128_2006,74,82,images/esa_bulletin_128_2006/page_0074.jpg,1196,1696,esa_bulletin_128_2006.pdf
esa_bulletin_128_2006,75,83,images/esa_bulletin_128_2006/page_0075.jpg,1196,1696,esa_bulletin_128_2006.pdf
esa_bulletin_128_2006,76,84,images/esa_bulletin_128_2006/page_0076.jpg,1196,1696,esa_bulletin_128_2006.pdf
esa_bulletin_128_2006,77,85,images/esa_bulletin_128_2006/page_0077.jpg,1196,1696,esa_bulletin_128_2006.pdf
esa_bulletin_128_2006,78,86,images/esa_bulletin_128_2006/page_0078.jpg,1196,1696,esa_bulletin_128_2006.pdf
esa_bulletin_128_2006,79,87,images/esa_bulletin_128_2006/page_0079.jpg,1196,1696,esa_bulletin_128_2006.pdf
esa_bulletin_128_2006,80,88,images/esa_bulletin_128_2006/page_0080.jpg,1180,1684,esa_bulletin_128_2006.pdf
esa_bulletin_128_2006,81,89,images/esa_bulletin_128_2006/page_0081.jpg,1196,1696,esa_bulletin_128_2006.pdf
esa_bulletin_128_2006,82,90,images/esa_bulletin_128_2006/page_0082.jpg,1196,1696,esa_bulletin_128_2006.pdf
esa_bulletin_128_2006,83,91,images/esa_bulletin_128_2006/page_0083.jpg,1196,1696,esa_bulletin_128_2006.pdf
esa_bulletin_128_2006,85,93,images/esa_bulletin_128_2006/page_0085.jpg,1188,1684,esa_bulletin_128_2006.pdf
esa_bulletin_128_2006,87,95,images/esa_bulletin_128_2006/page_0087.jpg,1188,1684,esa_bulletin_128_2006.pdf
esa_bulletin_113_inbrief_2003,0,78,images/esa_bulletin_113_inbrief_2003/page_0000.jpg,1194,1687,esa_bulletin_113_inbrief_2003.pdf
esa_bulletin_113_inbrief_2003,1,79,images/esa_bulletin_113_inbrief_2003/page_0001.jpg,1194,1687,esa_bulletin_113_inbrief_2003.pdf
esa_bulletin_113_inbrief_2003,2,80,images/esa_bulletin_113_inbrief_2003/page_0002.jpg,1194,1687,esa_bulletin_113_inbrief_2003.pdf
esa_bulletin_113_inbrief_2003,3,81,images/esa_bulletin_113_inbrief_2003/page_0003.jpg,1194,1687,esa_bulletin_113_inbrief_2003.pdf
esa_bulletin_113_inbrief_2003,4,82,images/esa_bulletin_113_inbrief_2003/page_0004.jpg,1194,1687,esa_bulletin_113_inbrief_2003.pdf
esa_bulletin_113_inbrief_2003,5,83,images/esa_bulletin_113_inbrief_2003/page_0005.jpg,1194,1687,esa_bulletin_113_inbrief_2003.pdf
imf_fd_2023_09,0,,images/imf_fd_2023_09/page_0000.jpg,1152,1548,imf_fd_sep2023.pdf
imf_fd_2023_09,4,4,images/imf_fd_2023_09/page_0004.jpg,1152,1548,imf_fd_sep2023.pdf
imf_fd_2023_09,5,5,images/imf_fd_2023_09/page_0005.jpg,1152,1548,imf_fd_sep2023.pdf
imf_fd_2023_09,7,6,images/imf_fd_2023_09/page_0007.jpg,1152,1548,imf_fd_sep2023.pdf
imf_fd_2023_09,8,7,images/imf_fd_2023_09/page_0008.jpg,1152,1548,imf_fd_sep2023.pdf
imf_fd_2023_09,9,8,images/imf_fd_2023_09/page_0009.jpg,1152,1548,imf_fd_sep2023.pdf
imf_fd_2023_09,10,9,images/imf_fd_2023_09/page_0010.jpg,1152,1548,imf_fd_sep2023.pdf
imf_fd_2023_09,11,10,images/imf_fd_2023_09/page_0011.jpg,1152,1548,imf_fd_sep2023.pdf
imf_fd_2023_09,12,11,images/imf_fd_2023_09/page_0012.jpg,1152,1548,imf_fd_sep2023.pdf
imf_fd_2023_09,13,12,images/imf_fd_2023_09/page_0013.jpg,1152,1548,imf_fd_sep2023.pdf
imf_fd_2023_09,14,13,images/imf_fd_2023_09/page_0014.jpg,1152,1548,imf_fd_sep2023.pdf
imf_fd_2023_09,15,14,images/imf_fd_2023_09/page_0015.jpg,1152,1548,imf_fd_sep2023.pdf
imf_fd_2023_09,16,15,images/imf_fd_2023_09/page_0016.jpg,1152,1548,imf_fd_sep2023.pdf
imf_fd_2023_09,17,16,images/imf_fd_2023_09/page_0017.jpg,1152,1548,imf_fd_sep2023.pdf
imf_fd_2023_09,18,17,images/imf_fd_2023_09/page_0018.jpg,1152,1548,imf_fd_sep2023.pdf
imf_fd_2023_09,19,18,images/imf_fd_2023_09/page_0019.jpg,1152,1548,imf_fd_sep2023.pdf
imf_fd_2023_09,20,19,images/imf_fd_2023_09/page_0020.jpg,1152,1548,imf_fd_sep2023.pdf
who_icppa_2024,0,,images/who_icppa_2024/page_0000.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,5,6,images/who_icppa_2024/page_0005.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,6,7,images/who_icppa_2024/page_0006.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,7,8,images/who_icppa_2024/page_0007.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,8,9,images/who_icppa_2024/page_0008.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,9,10,images/who_icppa_2024/page_0009.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,10,11,images/who_icppa_2024/page_0010.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,11,12,images/who_icppa_2024/page_0011.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,12,13,images/who_icppa_2024/page_0012.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,13,14,images/who_icppa_2024/page_0013.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,14,15,images/who_icppa_2024/page_0014.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,15,16,images/who_icppa_2024/page_0015.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,16,17,images/who_icppa_2024/page_0016.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,17,18,images/who_icppa_2024/page_0017.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,18,19,images/who_icppa_2024/page_0018.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,19,20,images/who_icppa_2024/page_0019.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,20,21,images/who_icppa_2024/page_0020.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,21,22,images/who_icppa_2024/page_0021.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,22,23,images/who_icppa_2024/page_0022.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,23,24,images/who_icppa_2024/page_0023.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,24,25,images/who_icppa_2024/page_0024.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,25,26,images/who_icppa_2024/page_0025.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,26,27,images/who_icppa_2024/page_0026.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,27,28,images/who_icppa_2024/page_0027.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,28,29,images/who_icppa_2024/page_0028.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,29,30,images/who_icppa_2024/page_0029.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,30,31,images/who_icppa_2024/page_0030.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,31,32,images/who_icppa_2024/page_0031.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,32,33,images/who_icppa_2024/page_0032.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,33,34,images/who_icppa_2024/page_0033.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
who_icppa_2024,34,35,images/who_icppa_2024/page_0034.jpg,1191,1684,who_icppa_2024_magazine_split_single_pages.pdf
wipo_magazine_2024_1,0,,images/wipo_magazine_2024_1/page_0000.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,3,4,images/wipo_magazine_2024_1/page_0003.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,4,5,images/wipo_magazine_2024_1/page_0004.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,5,6,images/wipo_magazine_2024_1/page_0005.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,6,7,images/wipo_magazine_2024_1/page_0006.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,7,8,images/wipo_magazine_2024_1/page_0007.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,8,9,images/wipo_magazine_2024_1/page_0008.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,9,10,images/wipo_magazine_2024_1/page_0009.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,10,11,images/wipo_magazine_2024_1/page_0010.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,11,12,images/wipo_magazine_2024_1/page_0011.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,12,13,images/wipo_magazine_2024_1/page_0012.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,13,14,images/wipo_magazine_2024_1/page_0013.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,14,15,images/wipo_magazine_2024_1/page_0014.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,15,16,images/wipo_magazine_2024_1/page_0015.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,16,17,images/wipo_magazine_2024_1/page_0016.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,17,18,images/wipo_magazine_2024_1/page_0017.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,18,19,images/wipo_magazine_2024_1/page_0018.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,19,20,images/wipo_magazine_2024_1/page_0019.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,20,21,images/wipo_magazine_2024_1/page_0020.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,21,22,images/wipo_magazine_2024_1/page_0021.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,22,23,images/wipo_magazine_2024_1/page_0022.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,23,24,images/wipo_magazine_2024_1/page_0023.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,24,25,images/wipo_magazine_2024_1/page_0024.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,25,26,images/wipo_magazine_2024_1/page_0025.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,26,27,images/wipo_magazine_2024_1/page_0026.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,27,28,images/wipo_magazine_2024_1/page_0027.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,28,29,images/wipo_magazine_2024_1/page_0028.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,29,30,images/wipo_magazine_2024_1/page_0029.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,30,31,images/wipo_magazine_2024_1/page_0030.jpg,1190,1684,wipo_magazine_2024_1.pdf
wipo_magazine_2024_1,31,32,images/wipo_magazine_2024_1/page_0031.jpg,1190,1684,wipo_magazine_2024_1.pdf
esa_bulletin_129_inbrief_2007,6,88,images/esa_bulletin_129_inbrief_2007/page_0006.jpg,1194,1688,esa_bulletin129_inbrief.pdf
esa_bulletin_129_inbrief_2007,7,89,images/esa_bulletin_129_inbrief_2007/page_0007.jpg,1199,1698,esa_bulletin129_inbrief.pdf
esa_bulletin_129_inbrief_2007,8,90,images/esa_bulletin_129_inbrief_2007/page_0008.jpg,1194,1688,esa_bulletin129_inbrief.pdf
esa_bulletin_129_inbrief_2007,9,91,images/esa_bulletin_129_inbrief_2007/page_0009.jpg,1199,1698,esa_bulletin129_inbrief.pdf
esa_bulletin_131_inbrief_2007,0,64,images/esa_bulletin_131_inbrief_2007/page_0000.jpg,1190,1696,esa_bulletin131_inbrief.pdf
esa_bulletin_131_inbrief_2007,1,65,images/esa_bulletin_131_inbrief_2007/page_0001.jpg,1192,1698,esa_bulletin131_inbrief.pdf
esa_bulletin_131_inbrief_2007,2,66,images/esa_bulletin_131_inbrief_2007/page_0002.jpg,1190,1696,esa_bulletin131_inbrief.pdf
esa_bulletin_131_inbrief_2007,3,67,images/esa_bulletin_131_inbrief_2007/page_0003.jpg,1192,1698,esa_bulletin131_inbrief.pdf
esa_bulletin_103_inbrief_2000,0,126,images/esa_bulletin_103_inbrief_2000/page_0000.jpg,1190,1684,esa_bulletin103_inbrief.pdf
esa_bulletin_103_inbrief_2000,2,128,images/esa_bulletin_103_inbrief_2000/page_0002.jpg,1190,1684,esa_bulletin103_inbrief.pdf
esa_bulletin_103_inbrief_2000,4,130,images/esa_bulletin_103_inbrief_2000/page_0004.jpg,1190,1684,esa_bulletin103_inbrief.pdf
esa_bulletin_103_inbrief_2000,6,132,images/esa_bulletin_103_inbrief_2000/page_0006.jpg,1190,1684,esa_bulletin103_inbrief.pdf
esa_bulletin_103_inbrief_2000,8,134,images/esa_bulletin_103_inbrief_2000/page_0008.jpg,1190,1684,esa_bulletin103_inbrief.pdf
esa_bulletin_103_inbrief_2000,10,136,images/esa_bulletin_103_inbrief_2000/page_0010.jpg,1190,1684,esa_bulletin103_inbrief.pdf
esa_bulletin_103_inbrief_2000,11,137,images/esa_bulletin_103_inbrief_2000/page_0011.jpg,1190,1684,esa_bulletin103_inbrief.pdf
